PUL0017	13
PUL0121	10
PUL0029	9
PUL0212	9
PUL01212	8
PUL0024	7
PUL0058	7
PUL0106	7
PUL0340	7
PUL0368	7
PUL00014	6
PUL0049	6
PUL01060	6
PUL01131	6
PUL0349	6
PUL0245	5
PUL03412	5
PUL05302	5
PUL00290	4
PUL0124	4
PUL0143	4
PUL0337	4
PUL0347	4
PUL03904	4
PUL04066	4
PUL0584	4
PUL0038	3
PUL0048	3
PUL00500	3
PUL0139	3
PUL0299	3
PUL0366	3
PUL03688	3
PUL0019	2
PUL01014	2
PUL01210	2
PUL0138	2
PUL01431	2
PUL01615	2
PUL0172	2
PUL0210	2
PUL0214	2
PUL0238	2
PUL0254	2
PUL0267	2
PUL02670	2
PUL0333	2
PUL0339	2
PUL03419	2
PUL0406	2
PUL04067	2
PUL04135	2
PUL04298	2
PUL05304	2
PUL0576	2
PUL0595	2
PUL0006	1
PUL00061	1
PUL0007	1
PUL00204	1
PUL0022	1
PUL00241	1
PUL0025	1
PUL00614	1
PUL00706	1
PUL0101	1
PUL01010	1
PUL01013	1
PUL0102	1
PUL0103	1
PUL01073	1
PUL01075	1
PUL01080	1
PUL01087	1
PUL01101	1
PUL01141	1
PUL01215	1
PUL01217	1
PUL01247	1
PUL01249	1
PUL0152	1
PUL0154	1
PUL01622	1
PUL0180	1
PUL0182	1
PUL01846	1
PUL01847	1
PUL0186	1
PUL0194	1
PUL0196	1
PUL0225	1
PUL0227	1
PUL02400	1
PUL02500	1
PUL0260	1
PUL0270	1
PUL0275	1
PUL0291	1
PUL0292	1
PUL0327	1
PUL0335	1
PUL03355	1
PUL03398	1
PUL03403	1
PUL03416	1
PUL03680	1
PUL0370	1
PUL0381	1
PUL0396	1
PUL04003	1
PUL0407	1
PUL04133	1
PUL04134	1
PUL0448	1
PUL0451	1
PUL0454	1
PUL04541	1
PUL04548	1
PUL0506	1
PUL05110	1
PUL0519	1
PUL05609	1
PUL05841	1
PUL0590	1
PUL0591	1
