PUL02670	8
PUL0479	8
PUL0106	7
PUL0160	7
PUL0527	7
PUL0017	6
PUL03293	6
PUL03398	6
PUL0067	5
PUL0267	5
PUL0328	5
PUL03345	5
PUL0485	5
PUL00493	4
PUL01249	4
PUL0335	4
PUL03390	4
PUL04760	4
PUL0049	3
PUL0103	3
PUL01455	3
PUL0180	3
PUL0327	3
PUL0418	3
PUL04590	3
PUL0038	2
PUL01230	2
PUL0148	2
PUL0149	2
PUL0206	2
PUL0212	2
PUL0225	2
PUL0274	2
PUL03165	2
PUL03297	2
PUL03298	2
PUL0337	2
PUL03393	2
PUL03440	2
PUL04132	2
PUL0478	2
PUL04820	2
PUL05020	2
PUL00290	1
PUL0045	1
PUL0058	1
PUL0063	1
PUL00750	1
PUL0092	1
PUL00942	1
PUL00943	1
PUL01014	1
PUL01093	1
PUL01130	1
PUL0125	1
PUL01341	1
PUL01348	1
PUL01477	1
PUL0151	1
PUL0152	1
PUL0165	1
PUL0172	1
PUL01791	1
PUL01810	1
PUL0184	1
PUL0199	1
PUL0218	1
PUL02359	1
PUL0241	1
PUL0256	1
PUL0269	1
PUL0270	1
PUL02814	1
PUL0285	1
PUL0299	1
PUL03004	1
PUL0316	1
PUL0329	1
PUL03362	1
PUL03412	1
PUL0345	1
PUL0362	1
PUL0375	1
PUL03904	1
PUL04066	1
PUL0435	1
PUL0438	1
PUL0439	1
PUL0441	1
PUL0443	1
PUL0458	1
PUL0459	1
PUL046000	1
PUL04609	1
PUL04612	1
PUL04682	1
PUL0472	1
PUL0473	1
PUL0477	1
PUL04792	1
PUL04828	1
PUL04830	1
PUL0487	1
PUL0491	1
PUL04926	1
PUL04930	1
PUL0501	1
PUL05079	1
PUL05094	1
PUL05160	1
PUL0521	1
PUL0526	1
PUL0534	1
PUL0549	1
PUL0581	1
PUL0586	1
PUL0598	1
