PUL0008	9.13e-47	3300011134_3
PUL00014	3.02e-132	3300011134_3
PUL0017	1.65e-184	3300011134_3
PUL0019	3.06e-83	3300011134_3
PUL0103	2.52e-210	3300011134_3
PUL0106	2.38e-178	3300011134_3
PUL0106	7.65001364707669e-319	3300011134_3
PUL0206	2.72e-148	3300011134_3
PUL0206	4.43e-246	3300011134_3
PUL0216	2.79e-98	3300011134_3
PUL0227	7.94e-75	3300011134_3
PUL00241	2.69e-21	3300011134_3
PUL0267	8.5e-225	3300011134_3
PUL0315	2.14e-35	3300011134_3
PUL0333	1.16e-182	3300011134_3
PUL0333	3.58e-112	3300011134_3
PUL0443	1.61e-159	3300011134_3
PUL0443	2.33e-177	3300011134_3
PUL0443	2.47e-182	3300011134_3
PUL0443	4.37e-174	3300011134_3
PUL00493	1.98021510853172e-320	3300011134_3
PUL00706	1.34e-163	3300011134_3
PUL01042	1.35e-107	3300011134_3
PUL01060	4.13e-19	3300011134_3
PUL01170	1.69e-11	3300011134_3
PUL01249	1.23e-158	3300011134_3
PUL01344	1.34e-245	3300011134_3
PUL01455	1.84e-265	3300011134_3
PUL01615	2.45e-13	3300011134_3
PUL02670	4.59e-284	3300011134_3
PUL03021	5.27e-31	3300011134_3
PUL03355	1.18e-184	3300011134_3
PUL03398	6.62e-280	3300011134_3
PUL03412	1.51e-177	3300011134_3
PUL03441	4.2e-140	3300011134_3
PUL04298	2.89e-22	3300011134_3
PUL04671	1.44e-54	3300011134_3
PUL05609	1.33e-108	3300011134_3
PUL06013	2.9e-46	3300011134_3
PUL0017	6.39e-203	3300011145_4
PUL0058	4.75e-291	3300011145_4
PUL0099	4.42e-246	3300011145_4
PUL0214	4.69e-102	3300011145_4
PUL0265	1.48e-224	3300011145_4
PUL0333	8.24e-101	3300011145_4
PUL0584	9.82e-185	3300011145_4
PUL03412	2.52e-183	3300011145_4
PUL0038	1.97e-152	3300011151_1
PUL00121	1.23e-45	3300011151_1
PUL0121	2.21e-71	3300011151_1
PUL0121	2.37e-61	3300011151_1
PUL00135	7.48e-06	3300011151_1
PUL00138	5.04e-07	3300011151_1
PUL0180	3.19e-154	3300011151_1
PUL0269	2.51e-70	3300011151_1
PUL0280	0.000119	3300011151_1
PUL0303	1.45e-116	3300011151_1
PUL0316	3.52e-96	3300011151_1
PUL0337	1.6e-137	3300011151_1
PUL0337	7.19e-80	3300011151_1
PUL0340	6.02e-23	3300011151_1
PUL0347	1.31e-30	3300011151_1
PUL00367	6.64e-130	3300011151_1
PUL0375	5.2e-97	3300011151_1
PUL0390	7.17e-65	3300011151_1
PUL0393	3.41e-157	3300011151_1
PUL0401	1.95e-14	3300011151_1
PUL0429	1.3e-178	3300011151_1
PUL0459	4.77e-245	3300011151_1
PUL0476	6.41e-62	3300011151_1
PUL0502	1.25e-94	3300011151_1
PUL00604	7.7e-204	3300011151_1
PUL00614	7.79e-134	3300011151_1
PUL01249	1.69e-173	3300011151_1
PUL01455	1.21e-240	3300011151_1
PUL01455	1.44e-202	3300011151_1
PUL01455	2.11e-188	3300011151_1
PUL01455	2.97e-200	3300011151_1
PUL03353	4.82e-06	3300011151_1
PUL04608	2.95e-95	3300011151_1
PUL0008	3.29e-07	3300011151_2
PUL0019	6.75e-83	3300011151_2
PUL0024	1e-57	3300011151_2
PUL0103	3.59e-209	3300011151_2
PUL0106	3.42e-06	3300011151_2
PUL0106	4.47998965023009e-319	3300011151_2
PUL0152	3.69e-34	3300011151_2
PUL0165	8.1e-80	3300011151_2
PUL0206	1.18e-247	3300011151_2
PUL0206	1.84e-148	3300011151_2
PUL0227	3.73e-74	3300011151_2
PUL0236	2.29e-138	3300011151_2
PUL00241	2.66e-21	3300011151_2
PUL0267	8.82e-225	3300011151_2
PUL0333	7.18e-183	3300011151_2
PUL0333	8.5e-113	3300011151_2
PUL0340	1.01e-147	3300011151_2
PUL0347	2.5e-69	3300011151_2
PUL0347	5.61e-73	3300011151_2
PUL0418	8.04e-10	3300011151_2
PUL0434	9.14e-12	3300011151_2
PUL0435	1.49e-07	3300011151_2
PUL0436	3.65e-08	3300011151_2
PUL0440	4.21e-198	3300011151_2
PUL0443	1.7e-167	3300011151_2
PUL0443	7.13e-157	3300011151_2
PUL0443	7.42e-170	3300011151_2
PUL0473	2.52e-09	3300011151_2
PUL0480	6.33e-15	3300011151_2
PUL0485	2.15e-140	3300011151_2
PUL00493	1.98021510853172e-320	3300011151_2
PUL01042	1.52e-107	3300011151_2
PUL01060	1.31e-19	3300011151_2
PUL01170	1.84e-11	3300011151_2
