3300011134_3	39
3300011145_4	8
3300011151_1	33
3300011151_2	50
3300011208_2	22
3300011209_1	67
3300011213_6	9
3300011226_3	24
3300011230_6	13
3300011232_5	23
3300011238_3	61
3300011360_1	60
3300011360_2	22
3300011385_1	17
3300011386_4	45
3300011452_1	38
3300011452_2	46
3300011454_1	29
3300011456_2	20
3300011471_3	19
3300011500_3	10
3300011511_6	8
3300011528_1	23
3300011536_3	12
3300011536_5	8
3300011548_2	42
3300011558_2	14
3300011569_3	14
3300011570_1	29
3300011571_4	73
3300011575_5	63
3300011584_2	17
3300011592_2	93
3300011593_3	61
3300011596_5	27
3300011604_4	8
3300011609_3	82
3300011617_1	41
3300011631_3	52
3300011634_5	21
3300011636_3	21
3300011650_1	63
3300011656_2	38
3300011665_5	16
3300011668_4	48
3300011675_3	18
3300011681_3	7
3300011682_3	5
3300011683_2	15
3300011692_3	65
3300011700_2	20
3300011724_4	38
3300011729_6	8
3300011739_6	11
3300011744_3	63
3300011747_4	55
3300011750_2	9
3300011755_2	11
3300011759_3	34
3300011770_4	13
3300011777_4	22
3300011778_5	33
3300011783_5	71
3300011790_5	17
3300011797_1	14
3300011799_3	105
3300011805_4	14
3300011807_4	30
3300011808_2	23
3300011811_6	14
3300011817_1	98
3300011822_4	47
3300011824_5	8
3300011827_5	72
3300011828_6	13
3300011831_2	18
3300011834_5	30
3300011834_8	11
3300011850_4	93
3300011866_4	89
3300011867_3	23
3300011868_3	18
3300011869_5	56
3300011871_6	14
3300011886_5	54
3300011894_4	13
3300011900_5	14
3300011904_2	15
3300011923_2	13
3300011924_1	61
3300011931_1	72
3300011950_5	27
3300011953_5	40
3300011954_2	44
3300011956_3	52
3300011958_3	36
3300012229_2	17
3300012241_4	18
3300012241_5	7
3300012246_2	11
3300012259_1	64
3300012276_1	12
3300012283_6	55
3300012543_1	22
3300012588_3	14
3300013352_3	22
3300013469_1	14
3300013469_2	15
3300013484_2	21
3300013494_3	21
3300013497_2	50
3300013497_6	10
3300013497_7	22
3300013599_1	3
3300013621_1	36
3300013630_2	4
3300013646_2	11
3300013667_2	47
3300013669_2	13
3300013693_4	17
3300013703_1	40
3300013723_1	40
3300013724_2	12
3300013729_1	24
3300013815_2	11
3300013855_2	4
3300013916_1	17
3300013921_3	72
3300013922_2	27
3300013928_2	27
3300013981_1	28
3300013992_2	9
3300014005_3	10
3300014014_1	76
3300014016_3	15
3300014045_1	11
3300014048_5	20
3300014062_2	94
3300014070_3	52
3300014094_4	54
3300014095_7	32
3300014524_4	70
3300014579_1	18
3300014579_2	31
3300014589_2	12
3300014595_4	8
3300014602_2	60
3300014609_3	8
3300014609_4	17
3300014616_2	68
3300014621_1	6
3300014622_2	32
3300014622_3	24
3300014623_1	43
3300014628_3	19
3300014630_4	10
3300014645_1	45
3300014665_1	20
3300014666_4	32
3300014669_2	16
3300014671_2	19
3300014671_4	24
3300014678_2	35
3300014684_2	26
3300014700_6	34
3300014728_1	41
3300014894_2	16
3300014901_2	54
3300028567_54	21
