3300013880_4	39
3300013881_7	6
3300019861_21	55
3300025528_13	37
3300025529_20	64
3300025530_17	30
3300025530_4	74
3300025542_2	83
3300025572_22	22
3300025624_1	46
3300025651_4	55
3300026874_1	26
3300026874_8	28
3300026967_4	16
3300026971_1	22
3300026971_11	28
3300026971_5	25
3300026972_5	32
3300026980_12	16
3300026980_3	13
3300026980_4	13
3300027015_4	12
3300027026_4	23
3300027051_6	18
3300027316_2	21
3300027319_4	9
3300027322_5	12
3300027342_6	15
3300027536_20	12
3300027592_18	11
3300027592_37	10
3300028923_15	19
