PUL01455	62
PUL0335	55
PUL0017	48
PUL0267	46
PUL0106	45
PUL0316	35
PUL0390	34
PUL0121	27
PUL0180	25
PUL0333	25
PUL0340	23
PUL03412	22
PUL0216	21
PUL01249	20
PUL0506	20
PUL03004	19
PUL04132	19
PUL0038	18
PUL03390	16
PUL0396	16
PUL0303	15
PUL01060	14
PUL0337	14
PUL0459	14
PUL0058	13
PUL04134	13
PUL0365	12
PUL0401	12
PUL0206	11
PUL04066	11
PUL00101	10
PUL0152	10
PUL0527	10
PUL0584	10
PUL00500	9
PUL00614	9
PUL0209	9
PUL0599	9
PUL0049	8
PUL0269	8
PUL0363	8
PUL0409	8
PUL0454	8
PUL04608	8
PUL0013	7
PUL0053	7
PUL0093	7
PUL0236	7
PUL0364	7
PUL0393	7
PUL0429	7
PUL04299	7
PUL0103	6
PUL01080	6
PUL0169	6
PUL0199	6
PUL0212	6
PUL0270	6
PUL0292	6
PUL0318	6
PUL0332	6
PUL05304	6
PUL0039	5
PUL00475	5
PUL00603	5
PUL00706	5
PUL0155	5
PUL0172	5
PUL0227	5
PUL02506	5
PUL03680	5
PUL0404	5
PUL0414	5
PUL04298	5
PUL0431	5
PUL04600	5
PUL0009	4
PUL00121	4
PUL00135	4
PUL00290	4
PUL00604	4
PUL01081	4
PUL01212	4
PUL0168	4
PUL0225	4
PUL0226	4
PUL02670	4
PUL02705	4
PUL0282	4
PUL0299	4
PUL0309	4
PUL03298	4
PUL04062	4
PUL04591	4
PUL04592	4
PUL0460	4
PUL046003	4
PUL04603	4
PUL04790	4
PUL04930	4
PUL00138	3
PUL00699	3
PUL0108	3
PUL01087	3
PUL01210	3
PUL01218	3
PUL01237	3
PUL0131	3
PUL0150	3
PUL01510	3
PUL01615	3
PUL01845	3
PUL01846	3
PUL02503	3
PUL0281	3
PUL0291	3
PUL0311	3
PUL0326	3
PUL03355	3
PUL03356	3
PUL03365	3
PUL03391	3
PUL03403	3
PUL0347	3
PUL0375	3
PUL04135	3
PUL04581	3
PUL046000	3
PUL04602	3
PUL0466	3
PUL04671	3
PUL0011	2
PUL00120	2
PUL0019	2
PUL0028	2
PUL0034	2
PUL00367	2
PUL0037	2
PUL0044	2
PUL0060	2
PUL0067	2
PUL00691	2
PUL0094	2
PUL01016	2
PUL01074	2
PUL01141	2
PUL0122	2
PUL0126	2
PUL01352	2
PUL0139	2
PUL0160	2
PUL0179	2
PUL0188	2
PUL0215	2
PUL0248	2
PUL0249	2
PUL02509	2
PUL02922	2
PUL0298	2
PUL0329	2
PUL03291	2
PUL03299	2
PUL03324	2
PUL03353	2
PUL03357	2
PUL0344	2
PUL03472	2
PUL0358	2
PUL0362	2
PUL0387	2
PUL03992	2
PUL04045	2
PUL0406	2
PUL04093	2
PUL0438	2
PUL04548	2
PUL0458	2
PUL04582	2
PUL04604	2
PUL04606	2
PUL0471	2
PUL0474	2
PUL0475	2
PUL0476	2
PUL04899	2
PUL0502	2
PUL0526	2
PUL0544	2
PUL0564	2
PUL05647	2
PUL05648	2
PUL0598	2
PUL00061	1
PUL0007	1
PUL00103	1
PUL0012	1
PUL00130	1
PUL00131	1
PUL0014	1
PUL0018	1
PUL00212	1
PUL00215	1
PUL00241	1
PUL0026	1
PUL0029	1
PUL00292	1
PUL0043	1
PUL00433	1
PUL00436	1
PUL00474	1
PUL00612	1
PUL00700	1
PUL0071	1
PUL0074	1
PUL00750	1
PUL0081	1
PUL01014	1
PUL0105	1
PUL01073	1
PUL01083	1
PUL0111	1
PUL01135	1
PUL0116	1
PUL01216	1
PUL01230	1
PUL01241	1
PUL01270	1
PUL0132	1
PUL01343	1
PUL01350	1
PUL01454	1
PUL01472	1
PUL01477	1
PUL01610	1
PUL0164	1
PUL0177	1
PUL0178	1
PUL01794	1
PUL01795	1
PUL01842	1
PUL01843	1
PUL01847	1
PUL01937	1
PUL02020	1
PUL02025	1
PUL0210	1
PUL0211	1
PUL02300	1
PUL02355	1
PUL02400	1
PUL0243	1
PUL0247	1
PUL02475	1
PUL02477	1
PUL02507	1
PUL0256	1
PUL02592	1
PUL02643	1
PUL0279	1
PUL0280	1
PUL02801	1
PUL02811	1
PUL02814	1
PUL02941	1
PUL0312	1
PUL0321	1
PUL03224	1
PUL03241	1
PUL03246	1
PUL0328	1
PUL03339	1
PUL03341	1
PUL03358	1
PUL0336	1
PUL03362	1
PUL03363	1
PUL03367	1
PUL0339	1
PUL03401	1
PUL03416	1
PUL0366	1
PUL0368	1
PUL03842	1
PUL03904	1
PUL04040	1
PUL04064	1
PUL0420	1
PUL04290	1
PUL04293	1
PUL04295	1
PUL0436	1
PUL0441	1
PUL0443	1
PUL0446	1
PUL0457	1
PUL04597	1
PUL04599	1
PUL046002	1
PUL04601	1
PUL04605	1
PUL0482	1
PUL04953	1
PUL04965	1
PUL0500	1
PUL05000	1
PUL05020	1
PUL05025	1
PUL05160	1
PUL05212	1
PUL05217	1
PUL05225	1
PUL05303	1
PUL05308	1
PUL0532	1
PUL0539	1
PUL05470	1
PUL0551	1
PUL0560	1
PUL0572	1
PUL0577	1
PUL05771	1
PUL0595	1
PUL06002	1
