PUL0216	4
PUL01455	3
PUL0390	3
PUL0017	2
PUL0038	2
PUL0039	2
PUL0058	2
PUL0106	2
PUL0270	2
PUL03004	2
PUL0303	2
PUL0335	2
PUL0506	2
PUL0009	1
PUL0014	1
PUL0018	1
PUL0028	1
PUL00433	1
PUL0049	1
PUL00500	1
PUL00699	1
PUL01016	1
PUL01060	1
PUL01073	1
PUL0108	1
PUL01081	1
PUL0121	1
PUL01241	1
PUL01249	1
PUL01510	1
PUL0180	1
PUL0209	1
PUL0227	1
PUL0267	1
PUL0269	1
PUL02801	1
PUL02922	1
PUL0299	1
PUL0332	1
PUL03339	1
PUL03390	1
PUL03412	1
PUL03416	1
PUL03472	1
PUL03842	1
PUL0420	1
PUL04295	1
PUL04298	1
PUL0431	1
PUL0454	1
PUL0457	1
PUL04591	1
PUL04608	1
PUL0475	1
PUL0527	1
PUL0584	1
PUL0599	1
