3300007345_6	37
3300011209_1	67
3300011213_6	9
3300011230_6	13
3300011232_5	23
3300011360_2	22
3300011385_1	17
3300011386_4	45
3300011452_2	46
3300011471_3	19
3300011536_5	8
3300011548_2	42
3300011558_2	14
3300011575_5	63
3300011593_3	61
3300011596_5	27
3300011631_3	52
3300011675_3	18
3300011700_2	20
3300011724_4	38
3300011744_3	63
3300011747_4	55
3300011777_4	22
3300011778_5	33
3300011790_5	17
3300011868_3	18
3300011923_2	13
3300011931_1	72
3300011954_2	44
3300012241_4	18
3300013469_1	14
3300013693_4	17
3300013703_1	40
3300013815_2	11
3300013922_2	27
3300013928_2	27
3300014014_1	76
3300014016_3	15
3300014062_2	94
3300014070_3	52
3300014094_4	54
3300014524_4	70
3300014602_2	60
3300014622_3	24
3300014623_1	43
3300014628_3	19
3300014894_2	16
3300014901_2	54
3300020458_5	68
3300025039_6	49
3300025061_11	38
3300025082_5	10
3300025103_3	19
3300025128_5	12
3300025292_12	11
3300025296_6	31
3300025853_4	23
3300026874_1	26
3300026971_1	22
3300027284_27	5
