3300006510_1	41
3300007316_22	46
3300007874_1	37
3300010266_9	94
3300010280_23	27
3300010280_36	19
3300011511_6	8
3300011656_2	38
3300011682_3	5
3300011807_4	30
3300011811_6	14
3300011819_2	11
3300011867_3	23
3300012229_2	17
3300012241_5	7
3300013497_7	22
3300014519_5	25
3300014527_5	53
3300014609_4	17
3300014616_2	68
3300014630_4	10
3300014731_4	19
3300014749_6	60
3300014953_8	48
3300014970_8	41
3300021255_79	11
3300022135_5	21
3300022135_7	25
3300022137_9	42
3300022146_7	15
3300028912_3	8
3300028952_2	8
3300028954_2	31
3300028955_4	26
3300028965_5	48
3300028969_6	30
3300029009_6	26
3300029044_14	64
3300029065_2	78
3300029066_3	40
3300029068_5	64
3300029084_3	25
3300029085_7	6
3300029088_6	57
3300029340_27	57
3300029461_10	24
3300029828_15	15
